"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","fam1","fam2","fam3","fam4","scalar_anchorAll_s1","scalar_probeEarly_s2","scalar_critical_s3","scalar_shape1","scalar_someAll_s4","scalar_critical_s5","scalar_shape2","scalar_noneSome_s6","scalar_noneVis_s7","scalar_criticalOneSet_s8","scalar_probe_s9","number_anchorFive_s1","number_probeEarly_s2","number_critical_s3","number_shape1","number_twoMore_s4","number_critical_s5","number_shape2","number_oneTwo_s6","number_threeVis_s7","number_critical_s8","number_probe_s9","first_language","first_term"
"2026-09-03 13:36:38","2026-09-03 13:36:38","IP Address","","100","292","True","2026-09-03 13:36:38","R_qWOjZ0HYclQkE9W","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 13:37:15","2026-09-03 13:37:15","IP Address","","100","247","True","2026-09-03 13:37:15","R_zck9cnVGhUryzTn","","","","","","","anonymous","EN","1","1","3","1","2","1","3","3","3","2","3","2","3","1","3","3","2","2","3","2","2","2","3","3","2","1","1","number"
"2026-09-03 13:40:34","2026-09-03 13:40:34","IP Address","","100","278","True","2026-09-03 13:40:34","R_RJY4naYVcLioD1I","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","3","3","2","3","3","1","1","3","3","2","3","3","3","2","number"
"2026-09-03 13:47:09","2026-09-03 13:47:09","IP Address","","100","267","True","2026-09-03 13:47:09","R_WUpK4wDvGqJTSn2","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","2","1","2","3","1","3","3","1","1","3","3","2","2","3","2","1","scalar"
"2026-09-03 13:49:37","2026-09-03 13:49:37","IP Address","","100","220","True","2026-09-03 13:49:37","R_P6hYY1bK9WgYbcB","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","1","2","2","3","3","1","scalar"
"2026-09-03 13:50:51","2026-09-03 13:50:51","IP Address","","100","308","True","2026-09-03 13:50:51","R_WWuyGAcrGgb5HfN","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","3","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 13:56:22","2026-09-03 13:56:22","IP Address","","100","236","True","2026-09-03 13:56:22","R_eyajOWYG6aHSst7","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 14:01:54","2026-09-03 14:01:54","IP Address","","100","270","True","2026-09-03 14:01:54","R_IbzErFRouWqlad2","","","","","","","anonymous","EN","2","1","2","1","2","3","2","2","2","1","1","1","3","1","3","3","1","3","3","3","3","3","2","1","2","1","1","scalar"
"2026-09-03 14:04:42","2026-09-03 14:04:42","IP Address","","100","174","True","2026-09-03 14:04:42","R_bM0IswWi3VGbfGr","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","3","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","","scalar"
"2026-09-03 14:08:28","2026-09-03 14:08:28","IP Address","","100","239","True","2026-09-03 14:08:28","R_HzijwZoizQKDqhk","","","","","","","anonymous","EN","1","1","1","2","2","2","3","2","3","3","3","3","2","1","1","1","2","2","2","2","1","3","1","3","1","3","1","scalar"
"2026-09-03 14:12:54","2026-09-03 14:12:54","IP Address","","100","218","True","2026-09-03 14:12:54","R_VeMnd8EURusAkz0","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","2","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 14:18:31","2026-09-03 14:18:31","IP Address","","100","390","True","2026-09-03 14:18:31","R_zv1yq4iReFEMVug","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","3","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","2","number"
"2026-09-03 14:24:09","2026-09-03 14:24:09","IP Address","","100","219","True","2026-09-03 14:24:09","R_zI6fJkShJZq0P6o","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","2","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","2","scalar"
"2026-09-03 14:25:12","2026-09-03 14:25:12","IP Address","","100","380","True","2026-09-03 14:25:12","R_Y6MlURJmju3YfuL","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","3","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","2","number"
"2026-09-03 14:29:22","2026-09-03 14:29:22","IP Address","","100","344","True","2026-09-03 14:29:22","R_0BRNkBvzUBNO4TJ","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","2","number"
"2026-09-03 14:30:17","2026-09-03 14:30:17","IP Address","","100","325","True","2026-09-03 14:30:17","R_mv93jB7bCq08YlH","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","3","2","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","2","scalar"
"2026-09-03 14:31:38","2026-09-03 14:31:38","IP Address","","100","324","True","2026-09-03 14:31:38","R_GG2lBM9Rzb5WOYM","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","1","1","2","3","2","3","3","1","3","3","3","2","2","3","3","3","number"
"2026-09-03 14:38:35","2026-09-03 14:38:35","IP Address","","100","196","True","2026-09-03 14:38:35","R_Y0isIf2914SvsBK","","","","","","","anonymous","EN","1","1","3","3","2","2","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","2","1","number"
"2026-09-03 14:42:37","2026-09-03 14:42:37","IP Address","","100","285","True","2026-09-03 14:42:37","R_u4VSiGiG5Jogxqo","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","3","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 14:43:15","2026-09-03 14:43:15","IP Address","","100","216","True","2026-09-03 14:43:15","R_iAqbE6FVKTMSciV","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 14:48:50","2026-09-03 14:48:50","IP Address","","100","213","True","2026-09-03 14:48:50","R_Sj3TM8iVDqyzAx8","","","","","","","anonymous","EN","1","1","3","3","2","1","2","1","1","2","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 14:54:06","2026-09-03 14:54:06","IP Address","","100","237","True","2026-09-03 14:54:06","R_x64Is2fjq5VDHTc","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","3","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 15:00:30","2026-09-03 15:00:30","IP Address","","100","258","True","2026-09-03 15:00:30","R_tBH9qn7zsvilE6q","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","2","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 15:07:00","2026-09-03 15:07:00","IP Address","","100","206","True","2026-09-03 15:07:00","R_2R20c4294ceUlMF","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","2","number"
"2026-09-03 15:10:18","2026-09-03 15:10:18","IP Address","","100","343","True","2026-09-03 15:10:18","R_dnASHVPeoFI9J5U","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","1","3","3","2","scalar"
"2026-09-03 15:17:01","2026-09-03 15:17:01","IP Address","","40","344","False","2026-09-03 15:17:01","R_ppFEuo0zYOv73Wn","","","","","","","anonymous","EN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","scalar"
"2026-09-03 15:23:01","2026-09-03 15:23:01","IP Address","","40","333","False","2026-09-03 15:23:01","R_O1gkjIDeq0tS82n","","","","","","","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","scalar"
"2026-09-03 15:27:19","2026-09-03 15:27:19","IP Address","","40","305","False","2026-09-03 15:27:19","R_lStUdkbSME48RjD","","","","","","","anonymous","EN","2","","","","","","","","","","","","","","","","","","","","","","","","","","","scalar"
